RBDB ID,Shortname,Title,Artist,Cover,Length,Year,Genre,BPM,Album,Track,Band Tier,Band Rank,Rock Ending,Vocal Tier,Vocal Rank,Vocal Gender,Vocal Parts,Vocal Percussion,Guitar Tier,Guitar Rank,Guitar Solos,Bass Tier,Bass Rank,Bass Solos,Drums Tier,Drums Rank,Drums Solos,Keys Tier,Keys Rank,Keys Solos,Pro Guitar Tier,Pro Guitar Rank,Pro Bass Tier,Pro Bass Rank,Pro Keys Tier,Pro Keys Rank,Sources
2748,holdon2_rbn,Hold On,All That Remains,,3:00,2010,Metal,124,For We Are Many,10,6,345,,2,175,Male,1,Male,5,333,1,3,228,0,4,242,0,7,0,0,7,0,7,0,7,0,"RBN (Rock Band Network), DLC"
2749,thegunshow_rbn,The Gun Show,In This Moment,,4:43,2010,Metal,92,A Star-Crossed Wasteland,1,3,243,,0,1,Female,1,Female,4,267,1,3,228,0,5,345,1,7,0,0,7,0,7,0,7,0,"RBN (Rock Band Network), DLC"
2740,harmonyhall,Harmony Hall,Vampire Weekend,,5:01,2019,Indie Rock,98,Father of the Bride,2,4,279,,4,305,Male,3,Male,4,285,2,2,205,0,4,290,0,7,0,0,7,0,7,0,7,0,"DLC, Season 11 Spotlight Pass"
2739,donotdisturb,Do Not Disturb,Halestorm,,3:27,2018,Rock,127,Vicious,5,3,259,,3,235,Female,3,Female,4,277,1,2,199,0,4,255,0,7,0,0,7,0,7,0,7,0,"DLC, Season 11 Spotlight Pass"
2746,flagintheground_rbn,Flag in the Ground,Sonata Arctica,,4:13,2009,Metal,149,The Days of Grays,4,4,267,,2,175,Male,1,Male,5,333,1,3,228,0,4,242,0,7,0,0,7,0,7,0,7,0,"RBN (Rock Band Network), DLC"
2747,disengage_rbn,Disengage,Suicide Silence,,4:06,2009,Metal,204,No Time To Bleed,11,4,267,,3,218,Male,1,Male,4,267,1,3,228,0,6,448,0,7,0,0,7,0,7,0,7,0,"RBN (Rock Band Network), DLC"
2737,labamba,La Bamba,Los Lobos,,3:40,1987,Pop-Rock,151,La Bamba (Original Motion Picture Soundtrack),1,4,272,,3,250,Male,2,Male,5,377,2,3,251,0,3,202,0,7,0,0,7,0,7,0,7,0,DLC
2738,imgonnabe500miles,I'm Gonna Be (500 Miles),The Proclaimers,,3:39,1988,Rock,132,Sunshine On Leith,1,2,229,,5,401,Male,3,Male,2,190,0,1,150,0,0,66,0,7,0,0,7,0,7,0,7,0,"DLC, Season 11 Spotlight Pass"
2734,ifyoucanthang_rbn,If You Can't Hang,Sleeping With Sirens,,4:15,2011,Emo,192,Let's Cheers to This,2,4,267,,5,353,Male,3,Male,4,267,0,4,293,0,4,242,0,7,0,0,7,0,7,0,7,0,"RBN (Rock Band Network), DLC"
2735,theattitudesong_rbn,The Attitude Song,Steve Vai,,3:43,1984,Rock,117,Flex-Able,6,5,292,,7,0,No Part,1,No Part,6,409,3,4,293,0,6,448,0,7,0,0,7,0,7,0,7,0,"RBN (Rock Band Network), DLC"
2736,seven_rbn,Seven,Sunny Day Real Estate,,4:51,1994,Alternative,139,Diary,1,5,292,,2,175,Male,1,Male,3,221,0,5,364,0,5,345,0,7,0,0,7,0,7,0,7,0,"RBN (Rock Band Network), DLC"
2732,sos,S.O.S.,The Glorious Sons,,3:19,2017,Rock,74,Young Beauties and Fools,8,3,249,,2,188,Male,3,Male,3,226,1,3,261,0,1,132,0,7,0,0,7,0,7,0,7,0,DLC
2733,doyourworst,Do Your Worst,Rival Sons,,4:09,2019,Rock,85,Feral Roots,1,4,273,,4,289,Male,2,Male,4,272,1,2,189,0,3,182,0,7,0,0,7,0,7,0,7,0,DLC
2729,lemonmeringuetie_rbn,Lemon Meringue Tie,Dance Gavin Dance,,3:55,2007,Indie Rock,154,Downtown Battle Mountain,5,4,267,,2,175,Male,1,Male,5,333,0,2,181,0,4,242,0,7,0,0,7,0,7,0,7,0,"RBN (Rock Band Network), DLC, DLC"
2730,caraphernelia_rbn,Caraphernelia,Pierce the Veil,,4:37,2010,Emo,107,Selfish Machines,4,4,267,,3,218,Male,3,Male,4,267,0,2,181,0,6,448,0,7,0,0,7,0,7,0,7,0,"RBN (Rock Band Network), DLC"
2731,battleroyale_rbn,Battle Royale,The Word Alive,,3:58,2009,Metal,171,Empire,1,6,345,,4,279,Male,1,Male,6,409,1,6,436,0,6,448,0,7,0,0,7,0,7,0,7,0,"RBN (Rock Band Network), DLC"
2720,whentheseasonschange,When The Seasons Change,Five Finger Death Punch,,3:50,2018,Metal,156,And Justice for None,8,3,250,,3,222,Male,3,Male,4,276,1,1,158,0,1,132,0,7,0,0,7,0,7,0,7,0,"DLC, Season 10 Spotlight Pass"
2719,superposition,Superposition,Young the Giant,,3:54,2018,Alternative,84,Mirror Master,1,2,222,,2,176,Male,2,Male,1,170,0,0,70,0,3,189,0,7,0,0,7,0,7,0,7,0,"DLC, Season 10 Spotlight Pass"
2718,paradise,Paradise,Coldplay,,4:42,2011,Alternative,69,Mylo Xyloto,3,3,248,,2,199,Male,2,Male,4,280,0,0,42,0,0,72,0,7,0,0,7,0,7,0,7,0,"DLC, Season 10 Spotlight Pass"
2728,umathurman,Uma Thurman,Fall Out Boy,,3:36,2014,Pop-Rock,150,American Beauty/American Psycho,5,3,251,,4,301,Male,3,Male,3,240,0,1,143,0,2,162,0,7,0,0,7,0,7,0,7,0,DLC
2726,drown,Drown,Bring Me The Horizon,,3:45,2015,Nu-Metal,143,That's The Spirit,9,3,251,,4,322,Male,3,Male,2,199,0,1,143,0,4,322,0,7,0,0,7,0,7,0,7,0,"DLC, Bring Me The Horizon Pack 01"
2717,mantra,MANTRA,Bring Me The Horizon,,3:55,2019,Nu-Metal,180,amo,2,3,250,,2,182,Male,3,Male,3,242,0,3,266,0,4,326,0,7,0,0,7,0,7,0,7,0,"DLC, Season 10 Spotlight Pass, Bring Me The Horizon Pack 01"
2727,prayforplagues_rbn,Pray For Plagues,Bring Me The Horizon,,4:22,2006,Nu-Metal,190,Count Your Blessings,1,5,292,,0,1,Multi-MM,2,Multi-MM,5,333,1,4,293,0,6,448,0,7,0,0,7,0,7,0,7,0,"DLC, Bring Me The Horizon Pack 01"
2715,farewellmonalisa_rbn,"Farewell, Mona Lisa",The Dillinger Escape Plan,,5:33,2010,Metal,110,Option Paralysis,1,5,292,,1,132,Male,3,Male,6,409,0,5,364,0,6,448,0,7,0,0,7,0,7,0,7,0,"RBN (Rock Band Network), DLC, Season 10 Spotlight Pass"
2716,bleed_rbn,Bleed,Meshuggah,,7:27,2008,Metal,115,ObZen,3,6,345,,0,1,Male,1,Male,6,409,1,6,436,0,6,448,0,7,0,0,7,0,7,0,7,0,"RBN (Rock Band Network), DLC, Season 10 Spotlight Pass"
2725,anddelinquents_rbn,[&] Delinquents,"Woe, Is Me",,3:09,2010,Rock,145,Number[s],2,5,292,,3,218,Male,1,Male,4,267,0,4,293,0,4,242,0,7,0,0,7,0,7,0,7,0,"RBN (Rock Band Network), DLC"
2714,wagonwheel2,Wagon Wheel,Darius Rucker,,4:47,2013,Country,148,True Believers,3,3,254,,2,185,Male,3,Male,4,304,4,1,160,0,1,134,0,7,0,0,7,0,7,0,7,0,"DLC, Season 10 Spotlight Pass"
2724,bitch,Bitch,Meredith Brooks,,4:03,1997,Alternative,96,Blurring The Edges,2,3,254,,3,245,Female,1,Female,3,242,2,4,312,0,3,185,0,7,0,0,7,0,7,0,7,0,DLC
2713,thereason,The Reason,Hoobastank,,3:56,2004,Alternative,83,The Reason,8,2,220,,2,200,Male,3,Male,4,285,0,0,108,0,0,108,0,7,0,0,7,0,7,0,7,0,"DLC, Season 10 Spotlight Pass"
2723,push,Push,Matchbox Twenty,,4:03,1996,Alternative,168,Yourself or Someone Like You,4,2,233,,4,310,Male,3,Male,2,205,1,1,150,0,1,138,0,7,0,0,7,0,7,0,7,0,DLC
2721,gasoline_rbn,Gasoline,The Bouncing Souls,,4:07,2009,Alternative,166,Ghosts on the Boardwalk,1,3,243,,3,218,Male,1,Male,3,221,0,3,228,0,4,242,0,7,0,0,7,0,7,0,7,0,"RBN (Rock Band Network), DLC"
2712,thetriumph,The Triumph,Jeff Williams ft. Casey Lee Williams,,4:15,2018,Rock,165,RWBY: Volume 5 Soundtrack,1,5,320,,5,415,Female,3,Female,6,419,3,4,325,1,5,440,0,7,0,0,7,0,7,0,7,0,"DLC, Season 10 Spotlight Pass"
2722,bluedress_rbn,Lady in a Blue Dress,Senses Fail,,3:19,2004,Alternative,156,Let It Enfold You,2,1,165,,2,175,Male,1,Male,1,139,0,1,135,0,3,178,0,7,0,0,7,0,7,0,7,0,"RBN (Rock Band Network), DLC"
2710,shame2,Shame,Elle King,,2:42,2018,Alternative,120,Shake the Spirit,3,1,205,,4,285,Female,3,Female,1,156,0,1,159,0,1,130,0,7,0,0,7,0,7,0,7,0,"DLC, Season 10 Spotlight Pass"
2711,bodytalks,Body Talks,The Struts,,3:02,2018,Rock,93,YOUNG&DANGEROUS,1,4,275,,6,505,Male,3,Male,3,242,1,2,205,0,3,185,0,7,0,0,7,0,7,0,7,0,"DLC, Season 10 Spotlight Pass"
480,learntofly,Learn to Fly,Foo Fighters,,3:58,1999,Alternative,136,There is Nothing Left to Lose,3,2,230,,0,115,Male,1,Male,2,200,0,2,200,0,3,230,0,7,0,0,7,0,7,0,7,0,Rock Band 1
987,thehandthatfeeds,The Hand That Feeds,Nine Inch Nails,,3:47,2005,Rock,128,With Teeth,4,3,260,YES,2,180,Male,3,Male,1,170,1,1,170,0,4,250,0,7,0,0,7,0,7,0,7,0,Rock Band 1
2708,foreverinyourhands_rbn,Forever In Your Hands,All That Remains,,3:23,2008,Metal,184,Overcome,4,4,267,,3,218,Male,1,Male,5,333,1,3,228,0,5,345,0,7,0,0,7,0,7,0,7,0,"RBN (Rock Band Network), DLC"
2709,heytheremrbrooks_rbn,Hey There Mr. Brooks,Asking Alexandria,,4:13,2009,Metal,190,Stand Up and Scream,5,5,292,,1,132,Multi-MM,3,Multi-MM,6,409,0,5,364,0,6,448,0,7,0,0,7,0,7,0,7,0,"RBN (Rock Band Network), DLC"
2707,remedy_rbn,Remedy,Seether,,3:33,2005,Metal,127,Karma and Effect,2,2,215,,2,175,Male,3,Male,2,176,1,1,135,0,3,178,0,7,0,0,7,0,7,0,7,0,"RBN (Rock Band Network), DLC, Season 9 Spotlight Pass"
2705,starlight,Starlight,BABYMETAL,,3:40,2018,Metal,144,Starlight [Single],1,5,340,,4,282,Female,3,Female,5,373,0,6,448,0,6,460,0,7,0,0,7,0,7,0,7,0,"DLC, Season 9 Spotlight Pass"
2706,whenlegendsrise,When Legends Rise,Godsmack,,2:55,2018,Nu-Metal,124,When Legends Rise,1,3,247,,2,216,Male,2,Male,4,269,0,2,203,0,3,232,0,7,0,0,7,0,7,0,7,0,"DLC, Season 9 Spotlight Pass"
895,peacesells,Peace Sells,Megadeth,,4:06,1985,Metal,142,Peace Sells... but Who's Buying?,3,6,480,,2,190,Male,3,Male,6,457,3,6,495,0,6,500,0,7,0,0,7,0,7,0,7,0,"Rock Band 2, DLC"
2702,angelofdeath,Angel of Death,Slayer,,4:54,1986,Metal,198,Reign in Blood,1,6,460,,0,90,Male,1,Male,6,540,1,6,450,0,6,490,1,7,0,0,7,0,7,0,7,0,"DLC, Season 9 Spotlight Pass"
2700,musicisworthlivingfor,Music Is Worth Living For,Andrew W.K.,,4:26,2018,Rock,164,You're Not Alone,2,2,235,,3,228,Male,3,Male,1,168,0,2,192,0,4,285,0,7,0,0,7,0,7,0,7,0,"DLC, Season 9 Spotlight Pass"
2701,ninetynine,99,Barns Courtney,,3:22,2018,Alternative,96,99 [Single],2,2,235,,4,294,Male,3,Male,3,244,0,2,196,0,2,173,0,7,0,0,7,0,7,0,7,0,"DLC, Season 9 Spotlight Pass"
2699,neverletyougo09_rbn,Never Let You Go '09,Third Eye Blind,,4:08,2009,Alternative,114,Re-Record 2009,2,1,165,,1,132,Male,3,Male,1,139,0,1,135,0,2,151,0,7,0,0,7,0,7,0,7,0,"RBN (Rock Band Network), DLC"
2704,semicharmedlife09_rbn,Semi-Charmed Life '09,Third Eye Blind,,4:34,2009,Alternative,100,Re-Record 2009,3,2,215,,4,279,Male,3,Male,1,139,0,3,228,0,2,151,0,7,0,0,7,0,7,0,7,0,"RBN (Rock Band Network), DLC, Season 9 Spotlight Pass"
2697,loseit,Lose It,Kane Brown,,3:04,2018,Country,92,Experiment,3,3,249,,5,373,Male,3,Male,4,282,1,1,170,0,3,206,0,7,0,0,7,0,7,0,7,0,"DLC, Season 9 Spotlight Pass"
2698,hotelkey,Hotel Key,Old Dominion,,2:52,2018,Country,102,Happy Endings,4,2,241,,4,281,Male,2,Male,3,260,0,1,178,0,1,140,0,7,0,0,7,0,7,0,7,0,"DLC, Season 9 Spotlight Pass"
2696,crazyonyou,Crazy On You,Heart,,4:55,1976,Classic Rock,148,Dreamboat Annie,3,5,320,,6,430,Female,3,Female,5,399,2,2,202,0,5,420,0,7,0,0,7,0,7,0,7,0,"DLC, Season 9 Spotlight Pass"
